Domain Code,Domain,Recipient Country Code,Recipient Country,Donor Country Code,Donor Country,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","1988","1988","tonnes","2663","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","1990","1990","tonnes","48","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2003","2003","tonnes","243","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2004","2004","tonnes","200","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2005","2005","tonnes","1741","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2006","2006","tonnes","2060","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2007","2007","tonnes","1151","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2008","2008","tonnes","1140","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2009","2009","tonnes","640","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2010","2010","tonnes","20","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2011","2011","tonnes","1098","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2012","2012","tonnes","3401","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2013","2013","tonnes","2755","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2014","2014","tonnes","1644","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10109","Blended And Mix","2015","2015","tonnes","184","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10021","Bulgur Wheat Total","1999","1999","tonnes","12256","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10021","Bulgur Wheat Total","2000","2000","tonnes","20426","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10021","Bulgur Wheat Total","2007","2007","tonnes","449","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10021","Bulgur Wheat Total","2008","2008","tonnes","500","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10021","Bulgur Wheat Total","2012","2012","tonnes","610","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","10021","Bulgur Wheat Total","2013","2013","tonnes","630","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11938","Butter Oil Total","1988","1988","tonnes","95","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11938","Butter Oil Total","1989","1989","tonnes","15","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11938","Butter Oil Total","1990","1990","tonnes","90","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1988","1988","tonnes","56821","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1989","1989","tonnes","67902","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1990","1990","tonnes","53187","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1991","1991","tonnes","32280","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1992","1992","tonnes","97533","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1993","1993","tonnes","25046","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1994","1994","tonnes","20989","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1995","1995","tonnes","14039","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1996","1996","tonnes","8642","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1997","1997","tonnes","6553","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1998","1998","tonnes","9407","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","1999","1999","tonnes","15201","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2000","2000","tonnes","42932","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2001","2001","tonnes","21849","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2002","2002","tonnes","4256","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2003","2003","tonnes","25061","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2004","2004","tonnes","13791","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2005","2005","tonnes","20197","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2006","2006","tonnes","15186","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2007","2007","tonnes","12724","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2008","2008","tonnes","16667","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2009","2009","tonnes","26628","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2010","2010","tonnes","24443","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2011","2011","tonnes","9249","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2012","2012","tonnes","43527","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2013","2013","tonnes","4260","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2014","2014","tonnes","7346","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12061","Cereals","2015","2015","tonnes","1814","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1988","1988","tonnes","16269","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1989","1989","tonnes","11519","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1990","1990","tonnes","7867","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1991","1991","tonnes","10775","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1992","1992","tonnes","7903","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1993","1993","tonnes","8786","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1994","1994","tonnes","720","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1995","1995","tonnes","9770","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1996","1996","tonnes","241","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","1999","1999","tonnes","945","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2002","2002","tonnes","160","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2003","2003","tonnes","210","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2004","2004","tonnes","3091","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2008","2008","tonnes","1828","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2009","2009","tonnes","9298","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2010","2010","tonnes","8323","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11988","Coarse Grains","2011","2011","tonnes","7295","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11733","Dried Fruits Total","1988","1988","tonnes","91","X","International reliable sources","Data provided by WFP"
